,image_name,label,probability
0,3.jpg,5,0.9999886751174927
1,5.jpg,0,0.9996583461761475
2,6.jpg,4,0.999670147895813
3,11.jpg,2,0.5292477011680603
4,14.jpg,5,0.9993616938591003
5,22.jpg,1,0.9999984502792358
6,25.jpg,4,0.9999202489852905
7,28.jpg,3,0.9928472638130188
8,30.jpg,2,0.5341503620147705
9,38.jpg,2,0.999985933303833
10,51.jpg,2,0.9999120235443115
11,52.jpg,3,0.9509449601173401
12,61.jpg,0,0.9999805688858032
13,63.jpg,4,0.503638744354248
14,64.jpg,1,0.9998836517333984
15,69.jpg,5,0.9991186261177063
16,70.jpg,2,0.9999570846557617
17,72.jpg,5,0.9857528805732727
18,73.jpg,0,0.9999730587005615
19,76.jpg,3,0.9518194198608398
20,77.jpg,0,0.7390903830528259
21,79.jpg,5,0.995254635810852
22,81.jpg,2,0.997531533241272
23,84.jpg,3,0.9952108263969421
24,88.jpg,1,0.999997615814209
25,93.jpg,5,0.9664697051048279
26,99.jpg,1,0.9995973706245422
27,101.jpg,2,0.9999971389770508
28,103.jpg,0,0.9946483969688416
29,110.jpg,3,0.7353752851486206
30,117.jpg,3,0.5411006212234497
31,119.jpg,3,0.8262490034103394
32,121.jpg,5,0.999818742275238
33,126.jpg,5,0.899377167224884
34,127.jpg,2,0.99517422914505
35,129.jpg,4,0.9975111484527588
36,130.jpg,4,0.9972489476203918
37,132.jpg,4,0.9999580383300781
38,133.jpg,5,0.9941061735153198
39,135.jpg,4,0.9853126406669617
40,140.jpg,0,0.9997946619987488
41,141.jpg,5,0.9999873638153076
42,143.jpg,3,0.5806293487548828
43,144.jpg,0,0.999803364276886
44,145.jpg,0,0.9996495246887207
45,149.jpg,1,0.9999967813491821
46,152.jpg,1,0.9999955892562866
47,156.jpg,0,0.999574601650238
48,161.jpg,4,0.9999877214431763
49,169.jpg,5,0.8978210687637329
50,171.jpg,4,0.9999822378158569
51,172.jpg,1,0.999993085861206
52,173.jpg,2,0.5079749822616577
53,176.jpg,3,0.721427321434021
54,179.jpg,3,0.7057478427886963
55,182.jpg,5,0.9711436629295349
56,183.jpg,1,1.0
57,185.jpg,3,0.9969635605812073
58,198.jpg,3,0.9925069212913513
59,199.jpg,1,0.9997207522392273
60,203.jpg,0,0.9957352876663208
61,211.jpg,4,0.8995718359947205
62,212.jpg,5,0.9974339604377747
63,215.jpg,4,0.9315329790115356
64,221.jpg,3,0.607533872127533
65,222.jpg,0,0.9999909400939941
66,225.jpg,3,0.9942705631256104
67,227.jpg,4,0.9999240636825562
68,233.jpg,4,0.9944419264793396
69,237.jpg,3,0.9901014566421509
70,238.jpg,2,0.9999951124191284
71,242.jpg,0,0.9998472929000854
72,244.jpg,0,0.9998084902763367
73,251.jpg,3,0.7498745322227478
74,252.jpg,3,0.9961438179016113
75,255.jpg,3,0.990418016910553
76,268.jpg,5,0.9880452752113342
77,271.jpg,2,0.9996684789657593
78,273.jpg,1,0.9999332427978516
79,274.jpg,4,0.9999510049819946
80,278.jpg,0,0.9958400726318359
81,284.jpg,5,0.9999738931655884
82,287.jpg,4,0.9999868869781494
83,291.jpg,2,0.5954307913780212
84,302.jpg,0,0.997825026512146
85,303.jpg,3,0.8545354008674622
86,308.jpg,3,0.9876400828361511
87,310.jpg,2,0.9999885559082031
88,319.jpg,3,0.7246300578117371
89,320.jpg,5,0.9999903440475464
90,324.jpg,5,0.9999687671661377
91,327.jpg,3,0.934907078742981
92,328.jpg,3,0.9788493514060974
93,334.jpg,1,0.9999574422836304
94,337.jpg,4,0.8199818134307861
95,344.jpg,2,0.999715268611908
96,346.jpg,3,0.9374310374259949
97,347.jpg,2,0.9688748717308044
98,350.jpg,0,0.9597846269607544
99,351.jpg,0,0.9992963075637817
100,354.jpg,3,0.8563253879547119
101,360.jpg,0,0.995059609413147
