,image_name,label,probability
0,3.jpg,5,0.992834210395813
1,5.jpg,0,0.9992258548736572
2,6.jpg,4,0.9965606331825256
3,11.jpg,2,0.5310944318771362
4,14.jpg,5,0.9877040386199951
5,22.jpg,1,0.9999980926513672
6,25.jpg,4,0.9991776347160339
7,28.jpg,3,0.9127655029296875
8,30.jpg,2,0.5692089796066284
9,38.jpg,2,0.9998810291290283
10,51.jpg,2,0.9969603419303894
11,52.jpg,3,0.9327674508094788
12,61.jpg,0,0.9998192191123962
13,63.jpg,4,0.7623270750045776
14,64.jpg,1,0.999971866607666
15,69.jpg,5,0.9903963804244995
16,70.jpg,2,0.998454213142395
17,72.jpg,5,0.9777548909187317
18,73.jpg,0,0.9998667240142822
19,76.jpg,3,0.9302921295166016
20,77.jpg,1,0.5786070227622986
21,79.jpg,5,0.9797868728637695
22,81.jpg,2,0.9451746344566345
23,84.jpg,3,0.9846156239509583
24,88.jpg,1,0.9999908208847046
25,93.jpg,5,0.7589197158813477
26,99.jpg,1,0.999891996383667
27,101.jpg,2,0.9998583793640137
28,103.jpg,0,0.9960290193557739
29,110.jpg,2,0.7011416554450989
30,117.jpg,3,0.6067153811454773
31,119.jpg,2,0.5636612176895142
32,121.jpg,5,0.9982609152793884
33,126.jpg,5,0.7449557185173035
34,127.jpg,2,0.9883063435554504
35,129.jpg,4,0.9990724325180054
36,130.jpg,4,0.9989907145500183
37,132.jpg,4,0.9998934268951416
38,133.jpg,5,0.9739634394645691
39,135.jpg,4,0.9999071359634399
40,140.jpg,0,0.9917885661125183
41,141.jpg,5,0.9956633448600769
42,143.jpg,2,0.5994263887405396
43,144.jpg,0,0.9997026324272156
44,145.jpg,0,0.9993780851364136
45,149.jpg,1,0.9999990463256836
46,152.jpg,1,0.999996542930603
47,156.jpg,0,0.9918500185012817
48,161.jpg,4,0.9995108842849731
49,169.jpg,5,0.9550633430480957
50,171.jpg,4,0.9994908571243286
51,172.jpg,1,0.9999945163726807
52,173.jpg,3,0.6988512873649597
53,176.jpg,3,0.5518620014190674
54,179.jpg,3,0.9347379207611084
55,182.jpg,5,0.8834888339042664
56,183.jpg,1,0.999995231628418
57,185.jpg,3,0.981869637966156
58,198.jpg,3,0.9975109100341797
59,199.jpg,1,0.9998290538787842
60,203.jpg,0,0.9995383024215698
61,211.jpg,4,0.9994164705276489
62,212.jpg,5,0.9968317151069641
63,215.jpg,4,0.9660172462463379
64,221.jpg,3,0.8736212253570557
65,222.jpg,0,0.9981617331504822
66,225.jpg,3,0.9707832336425781
67,227.jpg,4,0.997115969657898
68,233.jpg,4,0.9962324500083923
69,237.jpg,3,0.9922124743461609
70,238.jpg,2,0.9989079236984253
71,242.jpg,0,0.9989818930625916
72,244.jpg,0,0.9997171759605408
73,251.jpg,3,0.7997649908065796
74,252.jpg,3,0.985466480255127
75,255.jpg,3,0.96676105260849
76,268.jpg,5,0.9834222793579102
77,271.jpg,2,0.7474431991577148
78,273.jpg,1,0.9999456405639648
79,274.jpg,4,0.9992352724075317
80,278.jpg,0,0.9890992641448975
81,284.jpg,5,0.9990399479866028
82,287.jpg,4,0.9999783039093018
83,291.jpg,3,0.6276434063911438
84,302.jpg,0,0.9864446520805359
85,303.jpg,2,0.5999521613121033
86,308.jpg,3,0.9955950379371643
87,310.jpg,2,0.9998255372047424
88,319.jpg,3,0.6944974064826965
89,320.jpg,5,0.9993652701377869
90,324.jpg,5,0.9990737438201904
91,327.jpg,3,0.9644498229026794
92,328.jpg,3,0.9854744672775269
93,334.jpg,1,0.9999918937683105
94,337.jpg,4,0.96381676197052
95,344.jpg,2,0.9993777275085449
96,346.jpg,3,0.971635103225708
97,347.jpg,2,0.8559441566467285
98,350.jpg,0,0.957355260848999
99,351.jpg,0,0.9663653373718262
100,354.jpg,3,0.9247391819953918
101,360.jpg,0,0.9802825450897217
102,362.jpg,3,0.5260509252548218
103,365.jpg,2,0.5598530173301697
104,368.jpg,2,0.5173312425613403
105,374.jpg,1,0.9999401569366455
106,375.jpg,5,0.9923050999641418
107,379.jpg,5,0.9510458707809448
108,382.jpg,3,0.9824082255363464
109,385.jpg,3,0.9837478995323181
110,387.jpg,0,0.6224367618560791
111,388.jpg,0,0.9999411106109619
112,389.jpg,1,0.9999903440475464
113,393.jpg,1,0.7172362804412842
114,398.jpg,4,0.9985382556915283
115,399.jpg,3,0.9971580505371094
116,400.jpg,2,0.9954991936683655
117,403.jpg,4,0.9999697208404541
118,408.jpg,2,0.9735293984413147
119,410.jpg,2,0.7744720578193665
120,413.jpg,4,0.999419093132019
121,420.jpg,3,0.9932034015655518
122,423.jpg,4,0.9791895151138306
123,424.jpg,3,0.9581366181373596
124,425.jpg,3,0.991731584072113
125,428.jpg,2,0.9740034937858582
